"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 18 17:15:32 GMT 2025","Fri Jul 18 17:15:38 GMT 2025","6253","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartLink","Smoke test: check cart button link on homepage",""
"passed","Fri Jul 18 17:10:04 GMT 2025","Fri Jul 18 17:10:06 GMT 2025","1537","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","deleteItemTest","Add items in bag, delete them and check that they were deleted",""
"passed","Fri Jul 18 17:16:44 GMT 2025","Fri Jul 18 17:16:52 GMT 2025","7483","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkAccountButton","Smoke test: check account button on homepage",""
"passed","Fri Jul 18 17:15:48 GMT 2025","Fri Jul 18 17:16:02 GMT 2025","13538","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSignInButton","Smoke test: check sign in button on homepage",""
"passed","Fri Jul 18 17:16:16 GMT 2025","Fri Jul 18 17:16:37 GMT 2025","20890","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openMenuAndFindSkirtsLink","Smoke test: open menu and find skirts catalog link on homepage",""
"passed","Fri Jul 18 17:10:07 GMT 2025","Fri Jul 18 17:10:08 GMT 2025","1011","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","checkThePricesInProductDetailsAndInCart","Clear the bag, get product details by product id, add an item in cart and check that the prices in cart and in product details are equal",""
"passed","Fri Jul 18 17:16:37 GMT 2025","Fri Jul 18 17:16:44 GMT 2025","7370","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","isSvgLogoDisplayed","Smoke test: check if svg logo is displayed on homepage",""
"passed","Fri Jul 18 17:17:56 GMT 2025","Fri Jul 18 17:18:03 GMT 2025","7045","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkFavoritesSvg","Smoke test: check favorites button svg on homepage",""
"passed","Fri Jul 18 17:11:11 GMT 2025","Fri Jul 18 17:12:38 GMT 2025","86775","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","unlockFreeShipping","Unlock free shipping",""
"passed","Fri Jul 18 17:17:36 GMT 2025","Fri Jul 18 17:17:45 GMT 2025","8365","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSearchButton","Smoke test: check search button on homepage",""
"passed","Fri Jul 18 17:17:20 GMT 2025","Fri Jul 18 17:17:36 GMT 2025","15936","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openHomePageTest","Smoke test: open homepage and check url and titles",""
"passed","Fri Jul 18 17:10:06 GMT 2025","Fri Jul 18 17:10:07 GMT 2025","1079","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","editItemQuantityTest","Add items in bag, edit them and check that they were edited",""
"passed","Fri Jul 18 17:16:02 GMT 2025","Fri Jul 18 17:16:16 GMT 2025","13753","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCreateAccountButton","Smoke test: check create account button on homepage",""
"passed","Fri Jul 18 17:10:08 GMT 2025","Fri Jul 18 17:10:09 GMT 2025","672","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","addItemToCartTest","Check quantity of items in bag, add items and check that they were added",""
"passed","Fri Jul 18 17:10:09 GMT 2025","Fri Jul 18 17:10:10 GMT 2025","884","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","editItemsInCartSmokeTest","Smoke test: edit items in cart",""
"passed","Fri Jul 18 17:18:03 GMT 2025","Fri Jul 18 17:18:33 GMT 2025","30230","","ui.tests.WomenSkirtsSkortsPageSmokeTests","","ui.tests.WomenSkirtsSkortsPageSmokeTests","openWomenSkirtsSkortsPageTest","Smoke test: open women skirts & skorts page from header on homepage and check url and titles",""
"passed","Fri Jul 18 17:17:06 GMT 2025","Fri Jul 18 17:17:20 GMT 2025","14343","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openWomenMenu","Smoke test: open menu on homepage",""
"passed","Fri Jul 18 17:15:38 GMT 2025","Fri Jul 18 17:15:48 GMT 2025","10530","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartIndicator","Smoke test: check cart button number indicator on homepage",""
"passed","Fri Jul 18 17:10:11 GMT 2025","Fri Jul 18 17:10:11 GMT 2025","416","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","getCartInventorySmokeTest","Smoke test: get cart inventory",""
"passed","Fri Jul 18 17:14:43 GMT 2025","Fri Jul 18 17:15:32 GMT 2025","48255","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","addItemToCart","Add item to cart",""
"passed","Fri Jul 18 17:10:11 GMT 2025","Fri Jul 18 17:10:11 GMT 2025","266","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","getProductDetailsByIdSmokeTest","Smoke test: get product details by id",""
"passed","Fri Jul 18 17:12:38 GMT 2025","Fri Jul 18 17:13:43 GMT 2025","65197","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","verifyPriceInCart","Verify price in cart",""
"passed","Fri Jul 18 17:10:11 GMT 2025","Fri Jul 18 17:10:11 GMT 2025","225","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","checkTheBagSmokeTest","Smoke test: check the bag",""
"passed","Fri Jul 18 17:10:13 GMT 2025","Fri Jul 18 17:11:11 GMT 2025","58852","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","changeItemQuantity","Change item quantity",""
"passed","Fri Jul 18 17:10:11 GMT 2025","Fri Jul 18 17:10:13 GMT 2025","1077","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","deleteItemFromCartSmokeTest","Smoke test: delete item from cart",""
"passed","Fri Jul 18 17:13:43 GMT 2025","Fri Jul 18 17:14:43 GMT 2025","60039","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","removeItemFromCart","Remove item from cart",""
"passed","Fri Jul 18 17:16:58 GMT 2025","Fri Jul 18 17:17:06 GMT 2025","7447","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartSvg","Smoke test: check cart button svg on homepage",""
"passed","Fri Jul 18 17:10:09 GMT 2025","Fri Jul 18 17:10:09 GMT 2025","747","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","checkFreeShipping","open product details, add items in cart until free shipping is unlocked",""
"passed","Fri Jul 18 17:10:10 GMT 2025","Fri Jul 18 17:10:11 GMT 2025","330","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","addItemsToCartSmokeTest","Smoke test: add items to cart",""
"passed","Fri Jul 18 17:16:52 GMT 2025","Fri Jul 18 17:16:58 GMT 2025","6891","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkFavoritesLink","Smoke test: check favorites button link on homepage",""
"passed","Fri Jul 18 17:17:45 GMT 2025","Fri Jul 18 17:17:56 GMT 2025","11481","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSearchButtonClick","Smoke test: click search button and check search input is displayed on homepage",""
