"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 14 10:55:08 GMT 2025","Mon Jul 14 10:55:09 GMT 2025","766","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","checkThePricesInProductDetailsAndInCart","Clear the bag, get product details by product id, add an item in cart and check that the prices in cart and in product details are equal",""
"passed","Mon Jul 14 10:55:07 GMT 2025","Mon Jul 14 10:55:08 GMT 2025","780","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","editItemQuantityTest","Add items in bag, edit them and check that they were edited",""
"passed","Mon Jul 14 11:01:39 GMT 2025","Mon Jul 14 11:01:46 GMT 2025","6808","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkAccountButton","Check account button on homepage",""
"passed","Mon Jul 14 10:55:10 GMT 2025","Mon Jul 14 10:55:10 GMT 2025","158","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","addItemsToCartSmokeTest","Smoke test: add items to cart",""
"passed","Mon Jul 14 10:55:06 GMT 2025","Mon Jul 14 10:55:07 GMT 2025","1125","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","deleteItemTest","Add items in bag, delete them and check that they were deleted",""
"passed","Mon Jul 14 11:01:33 GMT 2025","Mon Jul 14 11:01:39 GMT 2025","6715","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","isSvgLogoDisplayed","Check if svg logo is displayed on homepage",""
"passed","Mon Jul 14 11:02:14 GMT 2025","Mon Jul 14 11:02:27 GMT 2025","12977","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openHomePageTest","Open homepage and check url and titles",""
"passed","Mon Jul 14 10:58:41 GMT 2025","Mon Jul 14 10:59:41 GMT 2025","59969","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","removeItemFromCart","Remove item from cart",""
"passed","Mon Jul 14 10:55:10 GMT 2025","Mon Jul 14 10:55:10 GMT 2025","465","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","editItemsInCartSmokeTest","Smoke test: edit items in cart",""
"passed","Mon Jul 14 11:02:44 GMT 2025","Mon Jul 14 11:02:51 GMT 2025","6623","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkFavoritesSvg","Check favorites button svg on homepage",""
"passed","Mon Jul 14 10:55:10 GMT 2025","Mon Jul 14 10:55:11 GMT 2025","142","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","getProductDetailsByIdSmokeTest","Smoke test: get product details by id",""
"passed","Mon Jul 14 11:01:46 GMT 2025","Mon Jul 14 11:01:53 GMT 2025","6760","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkFavoritesLink","Check favorites button link on homepage",""
"passed","Mon Jul 14 11:00:36 GMT 2025","Mon Jul 14 11:00:46 GMT 2025","9688","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartIndicator","Check cart button number indicator on homepage",""
"passed","Mon Jul 14 10:55:11 GMT 2025","Mon Jul 14 10:55:11 GMT 2025","483","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","deleteItemFromCartSmokeTest","Smoke test: delete item from cart",""
