"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 13 18:33:09 GMT 2025","Sun Jul 13 18:33:10 GMT 2025","747","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","deleteItemFromCartSmokeTest","Smoke test: delete item from cart",""
"passed","Sun Jul 13 18:33:04 GMT 2025","Sun Jul 13 18:33:05 GMT 2025","1248","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","editItemQuantityTest","Add items in bag, edit them and check that they were edited",""
"broken","Sun Jul 13 18:33:19 GMT 2025","Sun Jul 13 18:33:19 GMT 2025","219","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","addItemToCart","Add item to cart",""
"passed","Sun Jul 13 18:33:09 GMT 2025","Sun Jul 13 18:33:09 GMT 2025","354","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","getCartInventorySmokeTest","Smoke test: get cart inventory",""
"broken","Sun Jul 13 18:33:19 GMT 2025","Sun Jul 13 18:33:19 GMT 2025","218","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartIndicator","Check cart button number indicator on homepage",""
"broken","Sun Jul 13 18:33:20 GMT 2025","Sun Jul 13 18:33:21 GMT 2025","219","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkFavoritesLink","Check favorites button link on homepage",""
"passed","Sun Jul 13 18:33:05 GMT 2025","Sun Jul 13 18:33:06 GMT 2025","1070","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","checkThePricesInProductDetailsAndInCart","Clear the bag, get product details by product id, add an item in cart and check that the prices in cart and in product details are equal",""
"broken","Sun Jul 13 18:33:10 GMT 2025","Sun Jul 13 18:33:18 GMT 2025","7650","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","changeItemQuantity","Change item quantity",""
"broken","Sun Jul 13 18:33:22 GMT 2025","Sun Jul 13 18:33:22 GMT 2025","224","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkFavoritesSvg","Check favorites button svg on homepage",""
"passed","Sun Jul 13 18:33:02 GMT 2025","Sun Jul 13 18:33:04 GMT 2025","1497","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","deleteItemTest","Add items in bag, delete them and check that they were deleted",""
