"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 14 09:51:05 GMT 2025","Mon Jul 14 09:51:14 GMT 2025","8167","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartLink","Check cart button link on homepage",""
"passed","Mon Jul 14 09:49:54 GMT 2025","Mon Jul 14 09:49:55 GMT 2025","1013","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","editItemQuantityTest","Add items in bag, edit them and check that they were edited",""
"passed","Mon Jul 14 09:51:42 GMT 2025","Mon Jul 14 09:51:58 GMT 2025","16113","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCreateAccountButton","Check create account button on homepage",""
"passed","Mon Jul 14 09:52:06 GMT 2025","Mon Jul 14 09:52:14 GMT 2025","7746","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","isSvgLogoDisplayed","Check if svg logo is displayed on homepage",""
"passed","Mon Jul 14 09:49:53 GMT 2025","Mon Jul 14 09:49:54 GMT 2025","1354","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","deleteItemTest","Add items in bag, delete them and check that they were deleted",""
"broken","Mon Jul 14 09:53:28 GMT 2025","Mon Jul 14 09:53:36 GMT 2025","8164","","ui.tests.WomenSkirtsSkortsPageSmokeTests","","ui.tests.WomenSkirtsSkortsPageSmokeTests","openWomenSkirtsSkortsPageTest","Open women skirts & skorts page from header on homepage and check url and titles",""
"passed","Mon Jul 14 09:53:01 GMT 2025","Mon Jul 14 09:53:09 GMT 2025","7739","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSearchButton","Check search button on homepage",""
"passed","Mon Jul 14 09:51:14 GMT 2025","Mon Jul 14 09:51:26 GMT 2025","11979","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartIndicator","Check cart button number indicator on homepage",""
"passed","Mon Jul 14 09:52:45 GMT 2025","Mon Jul 14 09:53:01 GMT 2025","16011","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openHomePageTest","Open homepage and check url and titles",""
"passed","Mon Jul 14 09:49:58 GMT 2025","Mon Jul 14 09:49:59 GMT 2025","229","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","addItemsToCartSmokeTest","Smoke test: add items to cart",""
"passed","Mon Jul 14 09:49:55 GMT 2025","Mon Jul 14 09:49:56 GMT 2025","922","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","checkThePricesInProductDetailsAndInCart","Clear the bag, get product details by product id, add an item in cart and check that the prices in cart and in product details are equal",""
"passed","Mon Jul 14 09:49:56 GMT 2025","Mon Jul 14 09:49:57 GMT 2025","752","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","addItemToCartTest","Check quantity of items in bag, add items and check that they were added",""
"passed","Mon Jul 14 09:52:29 GMT 2025","Mon Jul 14 09:52:37 GMT 2025","7678","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartSvg","Check cart button svg on homepage",""
"broken","Mon Jul 14 09:51:58 GMT 2025","Mon Jul 14 09:52:06 GMT 2025","8215","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openMenuAndFindSkirtsLink","Open menu and find skirts catalog link on homepage",""
"broken","Mon Jul 14 09:52:37 GMT 2025","Mon Jul 14 09:52:45 GMT 2025","7884","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openWomenMenu","Open menu on homepage",""
"broken","Mon Jul 14 09:50:50 GMT 2025","Mon Jul 14 09:50:57 GMT 2025","7907","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","removeItemFromCart","Remove item from cart",""
"passed","Mon Jul 14 09:53:09 GMT 2025","Mon Jul 14 09:53:21 GMT 2025","11926","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSearchButtonClick","Click search button and check search input is displayed on homepage",""
"broken","Mon Jul 14 09:50:09 GMT 2025","Mon Jul 14 09:50:29 GMT 2025","20424","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","unlockFreeShipping","Unlock free shipping",""
"broken","Mon Jul 14 09:50:29 GMT 2025","Mon Jul 14 09:50:50 GMT 2025","20378","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","verifyPriceInCart","Verify price in cart",""
"passed","Mon Jul 14 09:52:22 GMT 2025","Mon Jul 14 09:52:29 GMT 2025","7605","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkFavoritesLink","Check favorites button link on homepage",""
"passed","Mon Jul 14 09:53:21 GMT 2025","Mon Jul 14 09:53:28 GMT 2025","7611","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkFavoritesSvg","Check favorites button svg on homepage",""
