"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 14 10:28:01 GMT 2025","Mon Jul 14 10:28:17 GMT 2025","15708","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSignInButton","Check sign in button on homepage",""
"passed","Mon Jul 14 10:26:40 GMT 2025","Mon Jul 14 10:26:40 GMT 2025","59","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","getProductDetailsByIdSmokeTest","Smoke test: get product details by id",""
"passed","Mon Jul 14 10:29:18 GMT 2025","Mon Jul 14 10:29:33 GMT 2025","15875","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openHomePageTest","Open homepage and check url and titles",""
"broken","Mon Jul 14 10:28:33 GMT 2025","Mon Jul 14 10:28:40 GMT 2025","7012","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openMenuAndFindSkirtsLink","Open menu and find skirts catalog link on homepage",""
"passed","Mon Jul 14 10:29:41 GMT 2025","Mon Jul 14 10:29:53 GMT 2025","12213","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSearchButtonClick","Click search button and check search input is displayed on homepage",""
"passed","Mon Jul 14 10:28:55 GMT 2025","Mon Jul 14 10:29:03 GMT 2025","7845","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkFavoritesLink","Check favorites button link on homepage",""
"passed","Mon Jul 14 10:28:48 GMT 2025","Mon Jul 14 10:28:55 GMT 2025","7415","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkAccountButton","Check account button on homepage",""
"passed","Mon Jul 14 10:26:35 GMT 2025","Mon Jul 14 10:26:36 GMT 2025","951","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","editItemQuantityTest","Add items in bag, edit them and check that they were edited",""
"passed","Mon Jul 14 10:29:33 GMT 2025","Mon Jul 14 10:29:41 GMT 2025","7599","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSearchButton","Check search button on homepage",""
"passed","Mon Jul 14 10:29:53 GMT 2025","Mon Jul 14 10:30:01 GMT 2025","7682","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkFavoritesSvg","Check favorites button svg on homepage",""
"broken","Mon Jul 14 10:30:01 GMT 2025","Mon Jul 14 10:30:09 GMT 2025","7993","","ui.tests.WomenSkirtsSkortsPageSmokeTests","","ui.tests.WomenSkirtsSkortsPageSmokeTests","openWomenSkirtsSkortsPageTest","Open women skirts & skorts page from header on homepage and check url and titles",""
"broken","Mon Jul 14 10:26:40 GMT 2025","Mon Jul 14 10:26:49 GMT 2025","8821","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","changeItemQuantity","Change item quantity",""
"broken","Mon Jul 14 10:29:10 GMT 2025","Mon Jul 14 10:29:18 GMT 2025","7885","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openWomenMenu","Open menu on homepage",""
"passed","Mon Jul 14 10:26:36 GMT 2025","Mon Jul 14 10:26:37 GMT 2025","935","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","checkThePricesInProductDetailsAndInCart","Clear the bag, get product details by product id, add an item in cart and check that the prices in cart and in product details are equal",""
"broken","Mon Jul 14 10:27:37 GMT 2025","Mon Jul 14 10:27:45 GMT 2025","7696","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","addItemToCart","Add item to cart",""
