"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jul 13 17:37:43 GMT 2025","Sun Jul 13 17:37:43 GMT 2025","2","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","editItemQuantityTest","Add items in bag, edit them and check that they were edited",""
"broken","Sun Jul 13 17:37:38 GMT 2025","Sun Jul 13 17:37:46 GMT 2025","8130","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","addItemToCart","Add item to cart",""
"broken","Sun Jul 13 17:37:38 GMT 2025","Sun Jul 13 17:37:46 GMT 2025","8126","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkFavoritesSvg","Check favorites button svg on homepage",""
"broken","Sun Jul 13 17:37:43 GMT 2025","Sun Jul 13 17:37:46 GMT 2025","3422","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","verifyPriceInCart","Verify price in cart",""
"broken","Sun Jul 13 17:37:43 GMT 2025","Sun Jul 13 17:37:46 GMT 2025","3729","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartIndicator","Check cart button number indicator on homepage",""
"broken","Sun Jul 13 17:37:44 GMT 2025","Sun Jul 13 17:37:46 GMT 2025","2388","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSearchButton","Check search button on homepage",""
"broken","Sun Jul 13 17:37:43 GMT 2025","Sun Jul 13 17:37:43 GMT 2025","2","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","getCartInventorySmokeTest","Smoke test: get cart inventory",""
"broken","Sun Jul 13 17:37:39 GMT 2025","Sun Jul 13 17:37:46 GMT 2025","7007","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","changeItemQuantity","Change item quantity",""
"broken","Sun Jul 13 17:37:44 GMT 2025","Sun Jul 13 17:37:46 GMT 2025","2207","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSearchButtonClick","Click search button and check search input is displayed on homepage",""
"broken","Sun Jul 13 17:37:43 GMT 2025","Sun Jul 13 17:37:46 GMT 2025","3016","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","isSvgLogoDisplayed","Check if svg logo is displayed on homepage",""
"broken","Sun Jul 13 17:37:43 GMT 2025","Sun Jul 13 17:37:43 GMT 2025","1","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","getProductDetailsByIdSmokeTest","Smoke test: get product details by id",""
"broken","Sun Jul 13 17:37:44 GMT 2025","Sun Jul 13 17:37:46 GMT 2025","2726","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartSvg","Check cart button svg on homepage",""
