"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 14 10:02:53 GMT 2025","Mon Jul 14 10:03:00 GMT 2025","7671","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkAccountButton","Check account button on homepage",""
"passed","Mon Jul 14 10:03:00 GMT 2025","Mon Jul 14 10:03:06 GMT 2025","5980","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkFavoritesLink","Check favorites button link on homepage",""
"passed","Mon Jul 14 09:59:40 GMT 2025","Mon Jul 14 09:59:40 GMT 2025","326","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","checkFreeShipping","open product details, add items in cart until free shipping is unlocked",""
"passed","Mon Jul 14 10:03:06 GMT 2025","Mon Jul 14 10:03:14 GMT 2025","7491","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartSvg","Check cart button svg on homepage",""
"broken","Mon Jul 14 10:03:14 GMT 2025","Mon Jul 14 10:03:32 GMT 2025","18179","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openWomenMenu","Open menu on homepage",""
"passed","Mon Jul 14 09:59:41 GMT 2025","Mon Jul 14 09:59:41 GMT 2025","177","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","addItemsToCartSmokeTest","Smoke test: add items to cart",""
"broken","Mon Jul 14 10:01:02 GMT 2025","Mon Jul 14 10:01:21 GMT 2025","18111","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","removeItemFromCart","Remove item from cart",""
"passed","Mon Jul 14 09:59:37 GMT 2025","Mon Jul 14 09:59:38 GMT 2025","809","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","editItemQuantityTest","Add items in bag, edit them and check that they were edited",""
"passed","Mon Jul 14 09:59:39 GMT 2025","Mon Jul 14 09:59:40 GMT 2025","559","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","addItemToCartTest","Check quantity of items in bag, add items and check that they were added",""
"broken","Mon Jul 14 09:59:42 GMT 2025","Mon Jul 14 10:00:01 GMT 2025","18622","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","changeItemQuantity","Change item quantity",""
"passed","Mon Jul 14 10:04:07 GMT 2025","Mon Jul 14 10:04:14 GMT 2025","6241","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkFavoritesSvg","Check favorites button svg on homepage",""
