"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jul 13 17:21:57 GMT 2025","Sun Jul 13 17:22:14 GMT 2025","16937","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkFavoritesSvg","Check favorites button svg on homepage",""
"passed","Sun Jul 13 17:22:02 GMT 2025","Sun Jul 13 17:22:03 GMT 2025","829","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","addItemToCartTest","Check quantity of items in bag, add items and check that they were added",""
"broken","Sun Jul 13 17:22:04 GMT 2025","Sun Jul 13 17:22:14 GMT 2025","10312","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","removeItemFromCart","Remove item from cart",""
"broken","Sun Jul 13 17:22:04 GMT 2025","Sun Jul 13 17:22:14 GMT 2025","10036","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkAccountButton","Check account button on homepage",""
"broken","Sun Jul 13 17:22:04 GMT 2025","Sun Jul 13 17:22:14 GMT 2025","10025","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkFavoritesLink","Check favorites button link on homepage",""
"passed","Sun Jul 13 17:22:02 GMT 2025","Sun Jul 13 17:22:02 GMT 2025","239","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","checkTheBagSmokeTest","Smoke test: check the bag",""
"passed","Sun Jul 13 17:22:01 GMT 2025","Sun Jul 13 17:22:02 GMT 2025","1548","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","checkFreeShipping","open product details, add items in cart until free shipping is unlocked",""
"broken","Sun Jul 13 17:22:04 GMT 2025","Sun Jul 13 17:22:04 GMT 2025","7","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","deleteItemTest","Add items in bag, delete them and check that they were deleted",""
"broken","Sun Jul 13 17:22:04 GMT 2025","Sun Jul 13 17:22:14 GMT 2025","9945","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartSvg","Check cart button svg on homepage",""
"broken","Sun Jul 13 17:22:04 GMT 2025","Sun Jul 13 17:22:14 GMT 2025","10471","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","unlockFreeShipping","Unlock free shipping",""
"passed","Sun Jul 13 17:22:03 GMT 2025","Sun Jul 13 17:22:04 GMT 2025","1248","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","checkThePricesInProductDetailsAndInCart","Clear the bag, get product details by product id, add an item in cart and check that the prices in cart and in product details are equal",""
"passed","Sun Jul 13 17:22:03 GMT 2025","Sun Jul 13 17:22:04 GMT 2025","787","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","editItemsInCartSmokeTest","Smoke test: edit items in cart",""
"broken","Sun Jul 13 17:22:04 GMT 2025","Sun Jul 13 17:22:14 GMT 2025","10102","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCreateAccountButton","Check create account button on homepage",""
"broken","Sun Jul 13 17:22:04 GMT 2025","Sun Jul 13 17:22:14 GMT 2025","10086","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","isSvgLogoDisplayed","Check if svg logo is displayed on homepage",""
"broken","Sun Jul 13 17:21:57 GMT 2025","Sun Jul 13 17:22:14 GMT 2025","16907","","ui.tests.WomenSkirtsSkortsPageSmokeTests","","ui.tests.WomenSkirtsSkortsPageSmokeTests","openWomenSkirtsSkortsPageTest","Open women skirts & skorts page from header on homepage and check url and titles",""
"broken","Sun Jul 13 17:22:05 GMT 2025","Sun Jul 13 17:22:14 GMT 2025","9775","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSearchButton","Check search button on homepage",""
"passed","Sun Jul 13 17:22:03 GMT 2025","Sun Jul 13 17:22:03 GMT 2025","164","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","getCartInventorySmokeTest","Smoke test: get cart inventory",""
"passed","Sun Jul 13 17:22:02 GMT 2025","Sun Jul 13 17:22:03 GMT 2025","196","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","getProductDetailsByIdSmokeTest","Smoke test: get product details by id",""
"broken","Sun Jul 13 17:22:04 GMT 2025","Sun Jul 13 17:22:14 GMT 2025","9917","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openHomePageTest","Open homepage and check url and titles",""
"broken","Sun Jul 13 17:21:57 GMT 2025","Sun Jul 13 17:22:14 GMT 2025","16915","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","addItemToCart","Add item to cart",""
"broken","Sun Jul 13 17:22:05 GMT 2025","Sun Jul 13 17:22:14 GMT 2025","9746","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSearchButtonClick","Click search button and check search input is displayed on homepage",""
"broken","Sun Jul 13 17:22:04 GMT 2025","Sun Jul 13 17:22:14 GMT 2025","10351","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartLink","Check cart button link on homepage",""
"broken","Sun Jul 13 17:22:04 GMT 2025","Sun Jul 13 17:22:14 GMT 2025","10313","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartIndicator","Check cart button number indicator on homepage",""
"passed","Sun Jul 13 17:22:01 GMT 2025","Sun Jul 13 17:22:02 GMT 2025","1413","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","deleteItemFromCartSmokeTest","Smoke test: delete item from cart",""
"broken","Sun Jul 13 17:21:58 GMT 2025","Sun Jul 13 17:22:14 GMT 2025","15848","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","changeItemQuantity","Change item quantity",""
"broken","Sun Jul 13 17:22:04 GMT 2025","Sun Jul 13 17:22:14 GMT 2025","10147","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSignInButton","Check sign in button on homepage",""
"broken","Sun Jul 13 17:22:04 GMT 2025","Sun Jul 13 17:22:14 GMT 2025","10315","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","verifyPriceInCart","Verify price in cart",""
"passed","Sun Jul 13 17:22:03 GMT 2025","Sun Jul 13 17:22:03 GMT 2025","236","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","addItemsToCartSmokeTest","Smoke test: add items to cart",""
"broken","Sun Jul 13 17:22:04 GMT 2025","Sun Jul 13 17:22:14 GMT 2025","10108","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openMenuAndFindSkirtsLink","Open menu and find skirts catalog link on homepage",""
"broken","Sun Jul 13 17:22:04 GMT 2025","Sun Jul 13 17:22:14 GMT 2025","9949","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openWomenMenu","Open menu on homepage",""
"broken","Sun Jul 13 17:22:04 GMT 2025","Sun Jul 13 17:22:04 GMT 2025","2","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","editItemQuantityTest","Add items in bag, edit them and check that they were edited",""
