"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 17 16:03:46 GMT 2025","Thu Jul 17 16:03:46 GMT 2025","151","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","checkTheBagSmokeTest","Smoke test: check the bag",""
"passed","Thu Jul 17 16:09:26 GMT 2025","Thu Jul 17 16:09:39 GMT 2025","13104","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSignInButton","Check sign in button on homepage",""
"passed","Thu Jul 17 16:06:17 GMT 2025","Thu Jul 17 16:07:21 GMT 2025","64839","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","verifyPriceInCart","Verify price in cart",""
"passed","Thu Jul 17 16:03:44 GMT 2025","Thu Jul 17 16:03:45 GMT 2025","499","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","checkFreeShipping","open product details, add items in cart until free shipping is unlocked",""
"passed","Thu Jul 17 16:10:19 GMT 2025","Thu Jul 17 16:10:26 GMT 2025","6656","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkAccountButton","Check account button on homepage",""
"passed","Thu Jul 17 16:10:54 GMT 2025","Thu Jul 17 16:11:07 GMT 2025","12840","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openHomePageTest","Open homepage and check url and titles",""
"passed","Thu Jul 17 16:11:07 GMT 2025","Thu Jul 17 16:11:14 GMT 2025","6866","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSearchButton","Check search button on homepage",""
"passed","Thu Jul 17 16:11:30 GMT 2025","Thu Jul 17 16:12:00 GMT 2025","29844","","ui.tests.WomenSkirtsSkortsPageSmokeTests","","ui.tests.WomenSkirtsSkortsPageSmokeTests","openWomenSkirtsSkortsPageTest","Open women skirts & skorts page from header on homepage and check url and titles",""
"passed","Thu Jul 17 16:09:39 GMT 2025","Thu Jul 17 16:09:52 GMT 2025","13292","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCreateAccountButton","Check create account button on homepage",""
"passed","Thu Jul 17 16:03:46 GMT 2025","Thu Jul 17 16:03:47 GMT 2025","654","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","deleteItemFromCartSmokeTest","Smoke test: delete item from cart",""
"passed","Thu Jul 17 16:10:12 GMT 2025","Thu Jul 17 16:10:19 GMT 2025","6738","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","isSvgLogoDisplayed","Check if svg logo is displayed on homepage",""
"passed","Thu Jul 17 16:03:42 GMT 2025","Thu Jul 17 16:03:42 GMT 2025","951","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","editItemQuantityTest","Add items in bag, edit them and check that they were edited",""
"passed","Thu Jul 17 16:08:21 GMT 2025","Thu Jul 17 16:09:09 GMT 2025","47844","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","addItemToCart","Add item to cart",""
"passed","Thu Jul 17 16:10:33 GMT 2025","Thu Jul 17 16:10:40 GMT 2025","6914","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartSvg","Check cart button svg on homepage",""
"passed","Thu Jul 17 16:09:09 GMT 2025","Thu Jul 17 16:09:16 GMT 2025","6858","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartLink","Check cart button link on homepage",""
"passed","Thu Jul 17 16:11:24 GMT 2025","Thu Jul 17 16:11:30 GMT 2025","6662","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkFavoritesSvg","Check favorites button svg on homepage",""
"passed","Thu Jul 17 16:10:26 GMT 2025","Thu Jul 17 16:10:33 GMT 2025","6826","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkFavoritesLink","Check favorites button link on homepage",""
"passed","Thu Jul 17 16:04:49 GMT 2025","Thu Jul 17 16:06:17 GMT 2025","87279","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","unlockFreeShipping","Unlock free shipping",""
"passed","Thu Jul 17 16:03:42 GMT 2025","Thu Jul 17 16:03:43 GMT 2025","966","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","checkThePricesInProductDetailsAndInCart","Clear the bag, get product details by product id, add an item in cart and check that the prices in cart and in product details are equal",""
"passed","Thu Jul 17 16:09:16 GMT 2025","Thu Jul 17 16:09:26 GMT 2025","9828","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartIndicator","Check cart button number indicator on homepage",""
"passed","Thu Jul 17 16:03:45 GMT 2025","Thu Jul 17 16:03:45 GMT 2025","539","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","editItemsInCartSmokeTest","Smoke test: edit items in cart",""
"passed","Thu Jul 17 16:03:40 GMT 2025","Thu Jul 17 16:03:41 GMT 2025","1282","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","deleteItemTest","Add items in bag, delete them and check that they were deleted",""
"passed","Thu Jul 17 16:03:45 GMT 2025","Thu Jul 17 16:03:45 GMT 2025","180","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","addItemsToCartSmokeTest","Smoke test: add items to cart",""
"passed","Thu Jul 17 16:03:47 GMT 2025","Thu Jul 17 16:04:49 GMT 2025","62739","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","changeItemQuantity","Change item quantity",""
"passed","Thu Jul 17 16:07:21 GMT 2025","Thu Jul 17 16:08:21 GMT 2025","59583","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","removeItemFromCart","Remove item from cart",""
"passed","Thu Jul 17 16:10:40 GMT 2025","Thu Jul 17 16:10:54 GMT 2025","14350","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openWomenMenu","Open menu on homepage",""
"passed","Thu Jul 17 16:11:14 GMT 2025","Thu Jul 17 16:11:24 GMT 2025","10082","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSearchButtonClick","Click search button and check search input is displayed on homepage",""
"passed","Thu Jul 17 16:03:45 GMT 2025","Thu Jul 17 16:03:46 GMT 2025","259","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","getCartInventorySmokeTest","Smoke test: get cart inventory",""
"passed","Thu Jul 17 16:03:43 GMT 2025","Thu Jul 17 16:03:44 GMT 2025","568","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","addItemToCartTest","Check quantity of items in bag, add items and check that they were added",""
"passed","Thu Jul 17 16:09:52 GMT 2025","Thu Jul 17 16:10:12 GMT 2025","20565","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openMenuAndFindSkirtsLink","Open menu and find skirts catalog link on homepage",""
"passed","Thu Jul 17 16:03:46 GMT 2025","Thu Jul 17 16:03:46 GMT 2025","201","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","getProductDetailsByIdSmokeTest","Smoke test: get product details by id",""
