"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 14 09:34:45 GMT 2025","Mon Jul 14 09:34:45 GMT 2025","155","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","addItemsToCartSmokeTest","Smoke test: add items to cart",""
"passed","Mon Jul 14 09:34:46 GMT 2025","Mon Jul 14 09:34:46 GMT 2025","159","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","getProductDetailsByIdSmokeTest","Smoke test: get product details by id",""
"passed","Mon Jul 14 09:34:41 GMT 2025","Mon Jul 14 09:34:42 GMT 2025","1306","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","deleteItemTest","Add items in bag, delete them and check that they were deleted",""
"passed","Mon Jul 14 09:36:18 GMT 2025","Mon Jul 14 09:36:23 GMT 2025","5588","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkFavoritesLink","Check favorites button link on homepage",""
"broken","Mon Jul 14 09:35:06 GMT 2025","Mon Jul 14 09:35:18 GMT 2025","12477","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","verifyPriceInCart","Verify price in cart",""
"broken","Mon Jul 14 09:36:02 GMT 2025","Mon Jul 14 09:36:07 GMT 2025","4137","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openMenuAndFindSkirtsLink","Open menu and find skirts catalog link on homepage",""
"passed","Mon Jul 14 09:36:23 GMT 2025","Mon Jul 14 09:36:29 GMT 2025","5745","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartSvg","Check cart button svg on homepage",""
"passed","Mon Jul 14 09:35:53 GMT 2025","Mon Jul 14 09:36:02 GMT 2025","9788","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCreateAccountButton","Check create account button on homepage",""
"passed","Mon Jul 14 09:34:46 GMT 2025","Mon Jul 14 09:34:46 GMT 2025","112","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","checkTheBagSmokeTest","Smoke test: check the bag",""
"passed","Mon Jul 14 09:34:45 GMT 2025","Mon Jul 14 09:34:45 GMT 2025","491","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","editItemsInCartSmokeTest","Smoke test: edit items in cart",""
"broken","Mon Jul 14 09:35:18 GMT 2025","Mon Jul 14 09:35:24 GMT 2025","5794","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","removeItemFromCart","Remove item from cart",""
"passed","Mon Jul 14 09:36:35 GMT 2025","Mon Jul 14 09:36:45 GMT 2025","9828","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openHomePageTest","Open homepage and check url and titles",""
"passed","Mon Jul 14 09:35:30 GMT 2025","Mon Jul 14 09:35:35 GMT 2025","5667","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartLink","Check cart button link on homepage",""
"broken","Mon Jul 14 09:37:02 GMT 2025","Mon Jul 14 09:37:08 GMT 2025","5805","","ui.tests.WomenSkirtsSkortsPageSmokeTests","","ui.tests.WomenSkirtsSkortsPageSmokeTests","openWomenSkirtsSkortsPageTest","Open women skirts & skorts page from header on homepage and check url and titles",""
"passed","Mon Jul 14 09:35:35 GMT 2025","Mon Jul 14 09:35:43 GMT 2025","7422","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartIndicator","Check cart button number indicator on homepage",""
"passed","Mon Jul 14 09:35:43 GMT 2025","Mon Jul 14 09:35:53 GMT 2025","9790","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSignInButton","Check sign in button on homepage",""
"passed","Mon Jul 14 09:36:57 GMT 2025","Mon Jul 14 09:37:02 GMT 2025","5646","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkFavoritesSvg","Check favorites button svg on homepage",""
"passed","Mon Jul 14 09:36:49 GMT 2025","Mon Jul 14 09:36:56 GMT 2025","7899","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSearchButtonClick","Click search button and check search input is displayed on homepage",""
"passed","Mon Jul 14 09:34:44 GMT 2025","Mon Jul 14 09:34:45 GMT 2025","435","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","checkFreeShipping","open product details, add items in cart until free shipping is unlocked",""
"passed","Mon Jul 14 09:34:45 GMT 2025","Mon Jul 14 09:34:46 GMT 2025","265","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","getCartInventorySmokeTest","Smoke test: get cart inventory",""
"passed","Mon Jul 14 09:34:43 GMT 2025","Mon Jul 14 09:34:44 GMT 2025","955","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","checkThePricesInProductDetailsAndInCart","Clear the bag, get product details by product id, add an item in cart and check that the prices in cart and in product details are equal",""
"passed","Mon Jul 14 09:34:42 GMT 2025","Mon Jul 14 09:34:43 GMT 2025","844","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","editItemQuantityTest","Add items in bag, edit them and check that they were edited",""
"passed","Mon Jul 14 09:36:12 GMT 2025","Mon Jul 14 09:36:18 GMT 2025","5539","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkAccountButton","Check account button on homepage",""
"broken","Mon Jul 14 09:34:53 GMT 2025","Mon Jul 14 09:35:06 GMT 2025","12403","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","unlockFreeShipping","Unlock free shipping",""
"broken","Mon Jul 14 09:36:29 GMT 2025","Mon Jul 14 09:36:35 GMT 2025","5811","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openWomenMenu","Open menu on homepage",""
"broken","Mon Jul 14 09:34:46 GMT 2025","Mon Jul 14 09:34:53 GMT 2025","6771","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","changeItemQuantity","Change item quantity",""
"passed","Mon Jul 14 09:34:44 GMT 2025","Mon Jul 14 09:34:44 GMT 2025","542","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","addItemToCartTest","Check quantity of items in bag, add items and check that they were added",""
"passed","Mon Jul 14 09:36:45 GMT 2025","Mon Jul 14 09:36:49 GMT 2025","3967","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSearchButton","Check search button on homepage",""
"broken","Mon Jul 14 09:35:24 GMT 2025","Mon Jul 14 09:35:30 GMT 2025","5656","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","addItemToCart","Add item to cart",""
"passed","Mon Jul 14 09:34:46 GMT 2025","Mon Jul 14 09:34:46 GMT 2025","536","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","deleteItemFromCartSmokeTest","Smoke test: delete item from cart",""
